"","lng","lat"
"1",104.9,25.08
"2",104.9,25.08
"3",104.9,25.08
"4",104.9,25.08
"5",104.9,25.08
"6",110.31,19.68
"7",110.31,19.68
"8",110.31,19.68
"9",110.31,19.68
"10",110.31,19.68
"11",128.56,47.42
"12",128.56,47.42
"13",128.56,47.42
"14",128.56,47.42
"15",128.56,47.42
"16",122.5,45.38
"17",122.5,45.38
"18",122.5,45.38
"19",122.5,45.38
"20",122.5,45.38
"21",124.49,45.11
"22",124.49,45.11
"23",124.49,45.11
"24",124.49,45.11
"25",124.49,45.11
"26",115.55,28.4
"27",115.55,28.4
"28",115.55,28.4
"29",115.55,28.4
"30",115.55,28.4
"31",122.05,46.08
"32",122.05,46.08
"33",122.05,46.08
"34",122.05,46.08
"35",122.05,46.08
"36",105.18,37.52
"37",105.18,37.52
"38",105.18,37.52
"39",105.18,37.52
"40",105.18,37.52
"41",111.31,36.05
"42",111.31,36.05
"43",111.31,36.05
"44",111.31,36.05
"45",111.31,36.05
"46",111.13,37.52
"47",111.13,37.52
"48",111.13,37.52
"49",111.13,37.52
"50",111.13,37.52
"51",110.27,35.28
"52",110.27,35.28
"53",110.27,35.28
"54",110.27,35.28
"55",110.27,35.28
"56",108.07,34.28
"57",108.07,34.28
"58",108.07,34.28
"59",108.07,34.28
"60",108.07,34.28
"61",102.22,31.9
"62",102.22,31.9
"63",102.22,31.9
"64",102.22,31.9
"65",102.22,31.9
"66",103.44,29.36
"67",103.44,29.36
"68",103.44,29.36
"69",103.44,29.36
"70",103.44,29.36
"71",104.38,30.09
"72",104.38,30.09
"73",104.38,30.09
"74",104.38,30.09
"75",104.38,30.09
"76",86,44.18
"77",86,44.18
"78",86,44.18
"79",86,44.18
"80",86,44.18
"81",87.53,44.17
"82",87.53,44.17
"83",87.53,44.17
"84",87.53,44.17
"85",87.53,44.17
"86",87.36,43.45
"87",87.36,43.45
"88",87.36,43.45
"89",87.36,43.45
"90",87.36,43.45
"91",100.08,23.88
"92",100.08,23.88
"93",100.08,23.88
"94",100.08,23.88
"95",100.08,23.88
"96",118.75,30.95
"97",118.75,30.95
"98",118.75,30.95
"99",118.75,30.95
"100",118.75,30.95
"101",118.75,30.95
"102",118.75,30.95
"103",118.75,30.95
"104",118.75,30.95
"105",118.75,30.95
"106",114.41,23.43
"107",114.41,23.43
"108",114.41,23.43
"109",114.41,23.43
"110",114.41,23.43
"111",114.41,23.43
"112",114.41,23.43
"113",114.41,23.43
"114",114.41,23.43
"115",114.41,23.43
"116",108.64,19.09
"117",108.64,19.09
"118",108.64,19.09
"119",108.64,19.09
"120",108.64,19.09
"121",108.64,19.09
"122",108.64,19.09
"123",108.64,19.09
"124",108.64,19.09
"125",108.64,19.09
"126",109.17,18.73
"127",109.17,18.73
"128",109.17,18.73
"129",109.17,18.73
"130",109.17,18.73
"131",109.17,18.73
"132",109.17,18.73
"133",109.17,18.73
"134",109.17,18.73
"135",109.17,18.73
"136",110.72,19.61
"137",110.72,19.61
"138",110.72,19.61
"139",110.72,19.61
"140",110.72,19.61
"141",110.72,19.61
"142",110.72,19.61
"143",110.72,19.61
"144",110.72,19.61
"145",110.72,19.61
"146",124.12,50.42
"147",124.12,50.42
"148",124.12,50.42
"149",124.12,50.42
"150",124.12,50.42
"151",124.12,50.42
"152",124.12,50.42
"153",124.12,50.42
"154",124.12,50.42
"155",124.12,50.42
"156",110.67,31.75
"157",110.67,31.75
"158",110.67,31.75
"159",110.67,31.75
"160",110.67,31.75
"161",110.67,31.75
"162",110.67,31.75
"163",110.67,31.75
"164",110.67,31.75
"165",110.67,31.75
"166",109.73,28.32
"167",109.73,28.32
"168",109.73,28.32
"169",109.73,28.32
"170",109.73,28.32
"171",109.73,28.32
"172",109.73,28.32
"173",109.73,28.32
"174",109.73,28.32
"175",109.73,28.32
"176",110.29,29.08
"177",110.29,29.08
"178",110.29,29.08
"179",110.29,29.08
"180",110.29,29.08
"181",110.29,29.08
"182",110.29,29.08
"183",110.29,29.08
"184",110.29,29.08
"185",110.29,29.08
"186",126.33,43.52
"187",126.33,43.52
"188",126.33,43.52
"189",126.33,43.52
"190",126.33,43.52
"191",126.33,43.52
"192",126.33,43.52
"193",126.33,43.52
"194",126.33,43.52
"195",126.33,43.52
"196",123.46,41.18
"197",123.46,41.18
"198",123.46,41.18
"199",123.46,41.18
"200",123.46,41.18
"201",123.46,41.18
"202",123.46,41.18
"203",123.46,41.18
"204",123.46,41.18
"205",123.46,41.18
"206",123.12,41.16
"207",123.12,41.16
"208",123.12,41.16
"209",123.12,41.16
"210",123.12,41.16
"211",123.12,41.16
"212",123.12,41.16
"213",123.12,41.16
"214",123.12,41.16
"215",123.12,41.16
"216",106.48,39.4
"217",106.48,39.4
"218",106.48,39.4
"219",106.48,39.4
"220",106.48,39.4
"221",106.48,39.4
"222",106.48,39.4
"223",106.48,39.4
"224",106.48,39.4
"225",106.48,39.4
"226",109.28,36.35
"227",109.28,36.35
"228",109.28,36.35
"229",109.28,36.35
"230",109.28,36.35
"231",109.28,36.35
"232",109.28,36.35
"233",109.28,36.35
"234",109.28,36.35
"235",109.28,36.35
"236",109.47,38.18
"237",109.47,38.18
"238",109.47,38.18
"239",109.47,38.18
"240",109.47,38.18
"241",109.47,38.18
"242",109.47,38.18
"243",109.47,38.18
"244",109.47,38.18
"245",109.47,38.18
"246",104.25,23.37
"247",104.25,23.37
"248",104.25,23.37
"249",104.25,23.37
"250",104.25,23.37
"251",104.25,23.37
"252",104.25,23.37
"253",104.25,23.37
"254",104.25,23.37
"255",104.25,23.37
"256",106.36,23.54
"257",106.36,23.54
"258",106.36,23.54
"259",106.36,23.54
"260",106.36,23.54
"261",106.36,23.54
"262",106.36,23.54
"263",106.36,23.54
"264",106.36,23.54
"265",106.36,23.54
"266",109.7,18.64
"267",109.7,18.64
