"","lng","lat"
"1",117.01,25.06
"2",117.01,25.06
"3",117.01,25.06
"4",117.01,25.06
"5",117.01,25.06
"6",104.92,33.4
"7",104.92,33.4
"8",104.92,33.4
"9",104.92,33.4
"10",104.92,33.4
"11",114.41,23.43
"12",114.41,23.43
"13",114.41,23.43
"14",114.41,23.43
"15",114.41,23.43
"16",113.04,22.35
"17",113.04,22.35
"18",113.04,22.35
"19",113.04,22.35
"20",113.04,22.35
"21",115.21,22.47
"22",115.21,22.47
"23",115.21,22.47
"24",115.21,22.47
"25",115.21,22.47
"26",111.55,24.42
"27",111.55,24.42
"28",111.55,24.42
"29",111.55,24.42
"30",111.55,24.42
"31",108.37,21.57
"32",108.37,21.57
"33",108.37,21.57
"34",108.37,21.57
"35",108.37,21.57
"36",105.18,27.18
"37",105.18,27.18
"38",105.18,27.18
"39",105.18,27.18
"40",105.18,27.18
"41",104.5,26.35
"42",104.5,26.35
"43",104.5,26.35
"44",104.5,26.35
"45",104.5,26.35
"46",107.97,26.58
"47",107.97,26.58
"48",107.97,26.58
"49",107.97,26.58
"50",107.97,26.58
"51",104.9,25.08
"52",104.9,25.08
"53",104.9,25.08
"54",104.9,25.08
"55",104.9,25.08
"56",106.55,27.42
"57",106.55,27.42
"58",106.55,27.42
"59",106.55,27.42
"60",106.55,27.42
"61",114,35
"62",114,35
"63",114,35
"64",114,35
"65",114,35
"66",115.01,35.44
"67",115.01,35.44
"68",115.01,35.44
"69",115.01,35.44
"70",115.01,35.44
"71",130.16,47.2
"72",130.16,47.2
"73",130.16,47.2
"74",130.16,47.2
"75",130.16,47.2
"76",130.57,45.17
"77",130.57,45.17
"78",130.57,45.17
"79",130.57,45.17
"80",130.57,45.17
"81",129.36,44.35
"82",129.36,44.35
"83",129.36,44.35
"84",129.36,44.35
"85",129.36,44.35
"86",131.11,46.38
"87",131.11,46.38
"88",131.11,46.38
"89",131.11,46.38
"90",131.11,46.38
"91",110.29,29.08
"92",110.29,29.08
"93",110.29,29.08
"94",110.29,29.08
"95",110.29,29.08
"96",124.49,43.31
"97",124.49,43.31
"98",124.49,43.31
"99",124.49,43.31
"100",124.49,43.31
"101",124.22,43.1
"102",124.22,43.1
"103",124.22,43.1
"104",124.22,43.1
"105",124.22,43.1
"106",125.56,41.43
"107",125.56,41.43
"108",125.56,41.43
"109",125.56,41.43
"110",125.56,41.43
"111",123.12,41.16
"112",123.12,41.16
"113",123.12,41.16
"114",123.12,41.16
"115",123.12,41.16
"116",122.13,40.39
"117",122.13,40.39
