lng,lat
117.000923,36.675807
117.000923,36.675807
117.000923,36.675807
117.000923,36.675807
117.000923,36.675807
117.000923,36.675807
117.000923,36.675807
115.48333,38.03333
115.48333,38.03333
115.48333,38.03333
115.48333,38.03333
115.48333,38.03333
125.35,43.88333
125.35,43.88333
125.35,43.88333
125.35,43.88333
125.35,43.88333
127.63333,47.75
127.63333,47.75
127.63333,47.75
123.38333,41.8
123.38333,41.8
123.38333,41.8
123.38333,41.8
123.38333,41.8
123.38333,41.8
123.38333,41.8
111.670801,41.818311
111.670801,41.818311
87.68333,43.76667
87.68333,43.76667
87.68333,43.76667
103.73333,36.03333
103.73333,36.03333
106.26667,37.46667
106.26667,37.46667
112.53333,37.86667
112.53333,37.86667
112.53333,37.86667
112.53333,37.86667
112.53333,37.86667
108.95,34.26667
108.95,34.26667
108.95,34.26667
108.95,34.26667
108.95,34.26667
108.95,34.26667
113.65,34.76667
113.65,34.76667
113.65,34.76667
113.65,34.76667
113.65,34.76667
113.65,34.76667
113.65,34.76667
117.283042,31.86119
117.283042,31.86119
117.283042,31.86119
119.78333,32.05
119.78333,32.05
119.78333,32.05
119.78333,32.05
119.78333,32.05
119.78333,32.05
119.78333,32.05
120.2,30.26667
120.2,30.26667
120.2,30.26667
120.2,30.26667
118.3,26.08333
118.3,26.08333
118.3,26.08333
118.3,26.08333
118.3,26.08333
113.23333,23.16667
113.23333,23.16667
113.23333,23.16667
113.23333,23.16667
113.23333,23.16667
113.23333,23.16667
115.9,28.68333
115.9,28.68333
115.9,28.68333
115.9,28.68333
110.35,20.01667
110.35,20.01667
108.320004,22.82402
108.320004,22.82402
108.320004,22.82402
106.71667,26.56667
106.71667,26.56667
106.71667,26.56667
106.71667,26.56667
113,28.21667
113,28.21667
113,28.21667
113,28.21667
113,28.21667
113,28.21667
104.06667,30.66667
104.06667,30.66667
104.06667,30.66667
104.06667,30.66667
104.06667,30.66667
104.06667,30.66667
102.73333,25.05
102.73333,25.05
102.73333,25.05
96.75,36.56667
96.75,36.56667
96.75,36.56667
117.2,39.13333
117.2,39.13333
117.2,39.13333
117.2,39.13333
117.2,39.13333
121.55333,31.2
121.55333,31.2
121.55333,31.2
121.55333,31.2
121.55333,31.2
121.55333,31.2
121.55333,31.2
106.45,29.56667
106.45,29.56667
106.45,29.56667
106.45,29.56667
106.45,29.56667
116.41667,39.91667
116.41667,39.91667
116.41667,39.91667
116.41667,39.91667
116.41667,39.91667
